"id_poliza","sector","zona","antiguedad","exposure","n_siniestros"
"POL-02789","servicios","urbana",1.2,0.99,0
"POL-02790","servicios","suburbana",3.8,0.82,3
"POL-02791","construccion","suburbana",3.9,0.64,2
"POL-02792","agro","urbana",9,0.89,3
"POL-02793","construccion","urbana",5.8,0.86,0
"POL-02794","manufactura","rural",6.6,0.65,0
"POL-02795","comercio","suburbana",4.4,0.69,1
"POL-02796","manufactura","urbana",1.9,1,3
"POL-02797","manufactura","urbana",0.4,0.8,0
"POL-02798","comercio","urbana",6.7,0.87,0
"POL-02799","servicios","urbana",8.2,0.59,0
"POL-02800","comercio","rural",5.4,0.71,0
"POL-02801","agro","suburbana",2.7,0.98,0
"POL-02802","comercio","rural",8.2,0.63,0
"POL-02803","comercio","urbana",1.2,0.8,1
"POL-02804","comercio","urbana",6.5,0.77,0
"POL-02805","comercio","suburbana",7.4,0.73,1
"POL-02806","comercio","urbana",6.2,0.88,1
"POL-02807","construccion","suburbana",1.5,0.57,0
"POL-02808","agro","suburbana",2.2,0.55,0
"POL-02809","construccion","urbana",3.8,0.97,3
"POL-02810","comercio","urbana",2.4,0.98,6
"POL-02811","manufactura","rural",2.4,0.69,0
"POL-02812","construccion","urbana",7.9,0.91,3
"POL-02813","comercio","urbana",5.2,0.87,0
"POL-02814","servicios","suburbana",5.3,0.63,0
"POL-02815","comercio","urbana",12.2,0.95,3
"POL-02816","comercio","suburbana",1.8,0.62,0
"POL-02817","agro","urbana",1.2,0.88,3
"POL-02818","manufactura","suburbana",3.9,0.87,0
"POL-02819","comercio","urbana",8.7,0.65,0
"POL-02820","manufactura","urbana",1.6,0.85,1
"POL-02821","manufactura","urbana",5.8,0.69,4
"POL-02822","servicios","suburbana",0.2,0.83,0
"POL-02823","servicios","urbana",2.2,0.63,0
"POL-02824","comercio","rural",1.3,0.56,0
"POL-02825","manufactura","suburbana",10.3,0.78,2
"POL-02826","comercio","urbana",2.2,0.73,3
"POL-02827","manufactura","suburbana",7.1,0.84,1
"POL-02828","manufactura","urbana",10.9,0.76,0
"POL-02829","agro","suburbana",4.4,0.92,2
"POL-02830","servicios","urbana",1.7,0.89,3
"POL-02831","manufactura","urbana",3.4,0.67,0
"POL-02832","agro","rural",3.7,0.75,1
"POL-02833","servicios","urbana",6.6,0.56,0
"POL-02834","construccion","urbana",0.5,0.88,3
"POL-02835","manufactura","suburbana",5.9,0.65,3
"POL-02836","manufactura","urbana",10.8,0.81,0
"POL-02837","servicios","urbana",0.3,0.82,6
"POL-02838","manufactura","suburbana",8,0.75,0
"POL-02839","manufactura","rural",0.3,0.86,2
"POL-02840","agro","urbana",1.1,0.72,0
"POL-02841","servicios","urbana",13.7,1,0
"POL-02842","servicios","urbana",1.9,0.99,0
"POL-02843","manufactura","urbana",4.4,0.72,1
"POL-02844","manufactura","suburbana",6.8,0.93,5
"POL-02845","agro","suburbana",4.8,0.54,0
"POL-02846","construccion","rural",2.4,0.58,0
"POL-02847","agro","suburbana",3.7,0.65,0
"POL-02848","comercio","urbana",2.8,0.56,2
"POL-02849","comercio","suburbana",7.5,0.85,0
"POL-02850","comercio","suburbana",5.4,0.52,0
"POL-02851","comercio","urbana",3.3,0.58,0
"POL-02852","manufactura","urbana",9.2,0.7,3
"POL-02853","comercio","rural",0.8,0.69,1
"POL-02854","servicios","urbana",7.9,0.56,3
"POL-02855","comercio","suburbana",3.3,0.59,2
"POL-02856","manufactura","urbana",3.5,0.81,1
"POL-02857","comercio","suburbana",2.6,0.72,0
"POL-02858","manufactura","suburbana",5.6,0.6,0
"POL-02859","servicios","urbana",5.9,0.5,0
"POL-02860","construccion","urbana",9.2,0.6,0
"POL-02861","comercio","urbana",7.1,0.76,2
"POL-02862","comercio","suburbana",7,0.53,0
"POL-02863","manufactura","urbana",1.7,0.75,2
"POL-02864","agro","suburbana",0.7,0.88,0
"POL-02865","agro","urbana",3.2,0.74,1
"POL-02866","manufactura","rural",4.9,0.59,0
"POL-02867","servicios","suburbana",6.4,0.96,0
"POL-02868","servicios","rural",9.6,0.93,0
"POL-02869","comercio","rural",8.6,0.95,2
"POL-02870","manufactura","rural",7.7,0.82,2
"POL-02871","comercio","suburbana",7.4,0.52,1
"POL-02872","construccion","suburbana",2.5,0.92,0
"POL-02873","comercio","urbana",1.9,0.72,1
"POL-02874","servicios","urbana",2.6,0.89,0
"POL-02875","comercio","urbana",2.4,0.85,2
"POL-02876","comercio","rural",3.8,0.67,0
"POL-02877","agro","urbana",3.6,0.83,0
"POL-02878","manufactura","urbana",1.4,0.69,0
"POL-02879","servicios","urbana",4.5,0.65,1
"POL-02880","manufactura","rural",6,0.8,0
"POL-02881","comercio","rural",3.4,0.65,2
"POL-02882","comercio","urbana",2.8,0.84,0
"POL-02883","servicios","urbana",4.3,0.67,1
"POL-02884","construccion","urbana",6.1,0.87,3
"POL-02885","construccion","urbana",2.8,0.89,3
"POL-02886","comercio","urbana",5.2,0.9,6
"POL-02887","comercio","urbana",3.9,0.94,0
"POL-02888","comercio","suburbana",2.8,0.7,1
"POL-02889","manufactura","urbana",2.5,0.65,3
"POL-02890","servicios","suburbana",3.6,0.8,3
"POL-02891","manufactura","urbana",2.1,0.91,0
"POL-02892","construccion","suburbana",5.5,0.91,0
"POL-02893","servicios","rural",5.2,0.95,0
"POL-02894","construccion","suburbana",6.3,0.88,1
"POL-02895","construccion","urbana",2.5,0.94,0
"POL-02896","agro","rural",0.4,0.7,0
"POL-02897","servicios","urbana",6.3,0.55,0
"POL-02898","manufactura","urbana",5.5,0.66,1
"POL-02899","manufactura","urbana",2.1,0.77,0
"POL-02900","comercio","rural",12,0.79,0
"POL-02901","agro","rural",2.2,0.97,2
"POL-02902","comercio","urbana",4.3,0.98,1
"POL-02903","manufactura","urbana",4.8,0.9,0
"POL-02904","construccion","urbana",6.8,0.63,2
"POL-02905","comercio","suburbana",3.4,0.51,1
"POL-02906","comercio","urbana",4,0.56,0
"POL-02907","comercio","suburbana",3.8,0.88,1
"POL-02908","comercio","suburbana",3.9,0.81,5
"POL-02909","manufactura","urbana",1.1,0.78,0
"POL-02910","servicios","urbana",5.8,0.52,0
"POL-02911","construccion","urbana",2.4,0.95,3
"POL-02912","agro","urbana",4.6,0.7,0
"POL-02913","comercio","rural",2.3,0.83,3
"POL-02914","comercio","urbana",1.9,0.88,4
"POL-02915","comercio","urbana",3.9,0.93,0
"POL-02916","servicios","urbana",4.6,0.83,1
"POL-02917","manufactura","suburbana",2.3,0.72,1
"POL-02918","comercio","rural",6,0.66,2
"POL-02919","servicios","urbana",2.6,0.77,6
"POL-02920","manufactura","suburbana",1.8,0.92,0
"POL-02921","construccion","suburbana",1.2,0.5,1
"POL-02922","comercio","rural",1,0.97,1
"POL-02923","manufactura","rural",2.5,0.54,0
"POL-02924","manufactura","suburbana",1.1,0.88,0
"POL-02925","comercio","rural",2.5,0.89,2
"POL-02926","servicios","urbana",4.9,0.64,0
"POL-02927","agro","urbana",6.2,0.76,3
"POL-02928","servicios","suburbana",1.6,0.96,0
"POL-02929","servicios","suburbana",2.1,0.82,1
"POL-02930","manufactura","suburbana",1.9,0.54,1
"POL-02931","manufactura","urbana",4.9,0.53,0
"POL-02932","servicios","urbana",12.3,0.71,0
"POL-02933","servicios","urbana",1,0.83,0
"POL-02934","manufactura","urbana",8.6,0.96,4
"POL-02935","comercio","urbana",3.9,0.81,3
"POL-02936","agro","urbana",5,0.67,1
"POL-02937","servicios","suburbana",0.2,0.89,0
"POL-02938","manufactura","urbana",5.3,0.91,0
"POL-02939","servicios","suburbana",1.5,0.61,0
"POL-02940","comercio","urbana",1.8,1,2
"POL-02941","comercio","rural",7.8,0.82,0
"POL-02942","construccion","urbana",2.8,0.57,4
"POL-02943","manufactura","urbana",3.1,0.76,1
"POL-02944","manufactura","urbana",2.9,0.62,0
"POL-02945","servicios","rural",5.5,0.62,0
"POL-02946","servicios","urbana",0.9,0.68,1
"POL-02947","comercio","urbana",2.2,0.75,2
"POL-02948","servicios","suburbana",6.7,0.67,0
"POL-02949","construccion","rural",4,0.69,0
"POL-02950","servicios","suburbana",1.9,0.9,0
"POL-02951","manufactura","suburbana",2.1,0.79,0
"POL-02952","manufactura","urbana",4.4,0.61,3
"POL-02953","comercio","suburbana",1.5,0.57,0
"POL-02954","manufactura","urbana",13.8,0.71,0
"POL-02955","comercio","suburbana",7.5,0.67,0
"POL-02956","construccion","urbana",4.2,0.64,4
"POL-02957","agro","rural",4.1,0.8,0
"POL-02958","servicios","suburbana",22,0.63,0
"POL-02959","manufactura","urbana",5.7,0.52,7
"POL-02960","servicios","suburbana",5.6,0.69,1
"POL-02961","manufactura","suburbana",10,0.67,1
"POL-02962","manufactura","suburbana",3.6,0.69,0
"POL-02963","comercio","urbana",7.7,0.93,0
"POL-02964","construccion","suburbana",3.1,0.62,0
"POL-02965","comercio","urbana",1.1,0.59,1
"POL-02966","manufactura","urbana",1.8,0.89,0
"POL-02967","servicios","suburbana",5.8,0.63,0
"POL-02968","manufactura","urbana",9.3,0.54,0
"POL-02969","manufactura","suburbana",3.9,0.87,0
"POL-02970","comercio","rural",3.6,0.54,0
"POL-02971","servicios","urbana",1.7,0.5,0
"POL-02972","agro","suburbana",4.2,0.97,0
"POL-02973","comercio","urbana",5.3,0.85,1
"POL-02974","servicios","suburbana",2.4,0.72,0
"POL-02975","construccion","suburbana",8.7,0.87,2
"POL-02976","manufactura","rural",1.8,0.91,1
"POL-02977","servicios","rural",12,0.65,0
"POL-02978","manufactura","suburbana",6.5,0.57,1
"POL-02979","servicios","urbana",4,0.66,0
"POL-02980","manufactura","rural",3.7,0.85,2
"POL-02981","servicios","suburbana",11.6,0.81,0
"POL-02982","manufactura","suburbana",4.4,0.92,0
"POL-02983","construccion","urbana",9.9,0.5,0
"POL-02984","servicios","suburbana",3.1,0.61,1
"POL-02985","construccion","rural",10.7,0.68,1
"POL-02986","comercio","suburbana",3.9,0.56,0
"POL-02987","manufactura","rural",3.3,0.57,0
"POL-02988","construccion","suburbana",13,0.72,0
"POL-02989","servicios","urbana",2.9,0.95,4
"POL-02990","servicios","urbana",2.5,0.85,0
"POL-02991","manufactura","rural",7.7,0.82,1
"POL-02992","agro","urbana",1.1,0.52,3
"POL-02993","agro","urbana",3.4,0.88,1
"POL-02994","servicios","urbana",2.2,0.86,2
"POL-02995","comercio","urbana",6.6,0.72,1
"POL-02996","servicios","urbana",5.9,0.76,0
"POL-02997","servicios","urbana",5.9,0.69,2
"POL-02998","comercio","urbana",1.3,0.69,0
"POL-02999","comercio","urbana",12.1,0.58,0
"POL-03000","comercio","suburbana",3,0.62,2
